No,filename,data_split,Links,main_label,sub_label,Healthy Lifestyle and Weight Loss,Weight Lifting,Running,Yoga,Haircare,Makeup,Skincare,Outfit,Accommodation,Adventure,Culture,Food and drink,duration,frame_count,height,width,fps
196,Travel_196.mp4,train,https://www.tiktok.com/@smmuk_/video/7308047346456104198,Travel,Food and drink,0,0,0,0,0,0,0,0,0,0,0,1,103.8666667,3116,1024,576,30
197,Travel_197.mp4,train,https://www.tiktok.com/@sneakoutclub/video/7305721546230844677,Travel,Food and drink,0,0,0,0,0,0,0,0,0,0,0,1,44.73333333,1342,1026,576,30
198,Travel_198.mp4,train,https://www.tiktok.com/@sneakoutclub/video/7306478389291011334,Travel,Food and drink,0,0,0,0,0,0,0,0,0,0,0,1,69.7,2091,1026,576,30
221,Travel_221.mp4,train,https://www.tiktok.com/@sneakoutclub/video/7306851567871839494,Travel,Food and drink,0,0,0,0,0,0,0,0,0,0,0,1,50.06666667,1502,1024,576,30
31,Beauty_31.mp4,train,https://www.tiktok.com/@2pofficial/video/7305996059241729286,Beauty and Fashion,Haircare,0,0,0,0,1,0,0,0,0,0,0,0,18.33333333,550,1024,576,30
32,Beauty_32.mp4,train,https://www.tiktok.com/@aaomntp/video/7306823879148801285,Beauty and Fashion,Haircare,0,0,0,0,1,0,0,0,0,0,0,0,13.26666667,398,1024,576,30
33,Beauty_33.mp4,train,https://www.tiktok.com/@ideahaircut/video/7305653382574886149,Beauty and Fashion,Haircare,0,0,0,0,1,0,0,0,0,0,0,0,21.76666667,653,1024,576,30
34,Beauty_34.mp4,train,https://www.tiktok.com/@jailamer/video/7305726955339435270,Beauty and Fashion,Haircare,0,0,0,0,1,0,0,0,0,0,0,0,61.5,1845,1024,576,30
35,Beauty_35.mp4,train,https://www.tiktok.com/@kusumasup/video/7305665492126108934,Beauty and Fashion,Haircare,0,0,0,0,1,0,0,0,0,0,0,0,20.23333333,607,1024,576,30
36,Beauty_36.mp4,train,https://www.tiktok.com/@ploy_makeup/video/7305622093842976006,Beauty and Fashion,Haircare,0,0,0,0,1,0,0,0,0,0,0,0,58.96666667,1769,1024,576,30
6,Sport_6.mp4,train,https://www.tiktok.com/@zack.mintawin/video/7138343693085347077,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,56.8,1704,1024,576,30
31,Sport_31.mp4,test,https://www.tiktok.com/@bbjjgym/video/7166825347437284634,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,10.8,324,1024,576,30
31,Sport_31.mp4,validation,https://www.tiktok.com/@bbjjgym/video/7166825347437284634,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,10.8,324,1024,576,30
32,Sport_32.mp4,train,https://www.tiktok.com/@biespooh/video/7171475438303268123?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,19.9,597,1024,576,30
33,Sport_33.mp4,test,https://www.tiktok.com/@biw_worada/video/7254436138528640262?q=Healthy%20lifestyle&t=1703609701844,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,16.26666667,488,1024,576,30
33,Sport_33.mp4,validation,https://www.tiktok.com/@biw_worada/video/7254436138528640262?q=Healthy%20lifestyle&t=1703609701844,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,16.26666667,488,1024,576,30
34,Sport_34.mp4,train,https://www.tiktok.com/@callmeplayjoy/video/7174034286323010842?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,36.1,1083,1024,576,30
35,Sport_35.mp4,test,https://www.tiktok.com/@callmeplayjoy/video/7244143436759174405?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,59.5,1785,1024,576,30
35,Sport_35.mp4,validation,https://www.tiktok.com/@callmeplayjoy/video/7244143436759174405?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,59.5,1785,1024,576,30
36,Sport_36.mp4,train,https://www.tiktok.com/@diafame_miracle/video/7310983980554161413?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,66.63333333,1999,1024,576,30
37,Sport_37.mp4,train,https://www.tiktok.com/@dpdppdpl/video/7228819017337670917?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,49.06666667,1472,1024,576,30
37,Sport_37.mp4,test,https://www.tiktok.com/@dpdppdpl/video/7228819017337670917?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,49.06666667,1472,1024,576,30
38,Sport_38.mp4,train,https://www.tiktok.com/@dpdppdpl/video/7310446036705692933?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,35.83333333,1075,1024,576,30
39,Sport_39.mp4,train,https://www.tiktok.com/@eunicness/video/7250073786916064517?q=Weight%20loss&t=1703609010122,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,69.23333333,2077,1024,576,30
40,Sport_40.mp4,train,https://www.tiktok.com/@ff7546/video/7261121675117300998?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,6.166666667,185,1024,576,30
43,Sport_43.mp4,train,https://www.tiktok.com/@ff7546/video/7303819934532963590?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,19.36666667,581,1024,576,30
44,Sport_44.mp4,train,https://www.tiktok.com/@ff7546/video/7304203789475532038?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,212.9333333,6388,1024,576,30
45,Sport_45.mp4,train,https://www.tiktok.com/@fithunwaist23/video/7231534269137440005?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,57.6,1728,1024,576,30
46,Sport_46.mp4,train,https://www.tiktok.com/@foccill/video/7280092859351731462?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,13.13333333,394,1024,576,30
47,Sport_47.mp4,train,https://www.tiktok.com/@formforfit/video/7291207485849898245,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,15.66666667,470,1024,576,30
48,Sport_48.mp4,train,https://www.tiktok.com/@goodlifegoodproduct/video/7235537359612235014?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,33.56666667,1007,1024,576,30
49,Sport_49.mp4,train,https://www.tiktok.com/@goodlifegoodproduct/video/7267377769745517830?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,188.3333333,5650,1024,576,30
50,Sport_50.mp4,train,https://www.tiktok.com/@hug_pook2478/video/7091810140399111450,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,59,1770,960,540,30
51,Sport_51.mp4,train,https://www.tiktok.com/@hundeepaidueykan/video/7269721765297933573?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,9.466666667,284,1024,576,30
52,Sport_52.mp4,train,https://www.tiktok.com/@jengjourney/video/7234324647305661701?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,80.96666667,2429,1024,576,30
53,Sport_53.mp4,train,https://www.tiktok.com/@jenna89986/video/7276624895654513925,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,256.1333333,7684,1024,576,30
54,Sport_54.mp4,train,https://www.tiktok.com/@jennyhealty/video/7242985006438599942?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,8.033333333,241,1024,576,30
55,Sport_55.mp4,train,https://www.tiktok.com/@jj_buddyfit/video/7261251805705784582?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,159.3,4779,1024,576,30
56,Sport_56.mp4,train,https://www.tiktok.com/@khe_m_m/video/7270062536354057477,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,39.03333333,1171,1024,576,30
57,Sport_57.mp4,train,https://www.tiktok.com/@khing_pannapat/video/7166856832567250202,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,10.93333333,328,1024,576,30
58,Sport_58.mp4,train,https://www.tiktok.com/@kiekiekieee/video/7219662297050926341?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,56.9,1707,1024,576,30
59,Sport_59.mp4,train,https://www.tiktok.com/@max__kt/video/6946500326551833858,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,180.0333333,5401,1024,576,30
60,Sport_60.mp4,train,https://www.tiktok.com/@mmmkanjana/video/6998131527032786203,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,15.06666667,452,960,540,30
61,Sport_61.mp4,train,https://www.tiktok.com/@mmmkanjana/video/7027265030131436827,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,15,450,960,540,30
62,Sport_62.mp4,train,https://www.tiktok.com/@na.linnn/video/7312414748677508358?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,61.66666667,1850,1024,576,30
63,Sport_63.mp4,train,https://www.tiktok.com/@netxxnet/video/7092407062704983322?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,22.83333333,685,1024,576,30
64,Sport_64.mp4,train,https://www.tiktok.com/@netxxnet/video/7212853314755775770?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,65.03333333,1951,1024,576,30
65,Sport_65.mp4,train,https://www.tiktok.com/@oilthisfitburnfat/video/7270355215168130310?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,142.9,4287,1024,576,30
66,Sport_66.mp4,train,https://www.tiktok.com/@ounuhkpnifp/video/7282714982540725509?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,44.2,1326,1024,576,30
67,Sport_67.mp4,train,https://www.tiktok.com/@paifahfit_mini/video/6961020498754981122,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,14.2,426,960,540,30
68,Sport_68.mp4,train,https://www.tiktok.com/@peacey_y/video/7277584402815798534?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,19.9,597,1024,576,30
69,Sport_69.mp4,train,https://www.tiktok.com/@peem6pack/video/7241910044256652550,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,31.26666667,938,1024,576,30
70,Sport_70.mp4,train,https://www.tiktok.com/@ploy202020/video/6823310083729001729,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,8.033333333,241,960,540,30
71,Sport_71.mp4,train,https://www.tiktok.com/@ploy202020/video/6825839552368839938,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,8.666666667,260,960,540,30
74,Sport_74.mp4,train,https://www.tiktok.com/@portednytwd/video/7236964788985728262?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0&t=1703593496885,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,5.566666667,167,1024,576,30
75,Sport_75.mp4,train,https://www.tiktok.com/@prexm.mm/video/7287169117776317701?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,13.36666667,401,1024,576,30
76,Sport_76.mp4,train,https://www.tiktok.com/@pure_taichifit/video/7226644002538310917?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,58.23333333,1747,1024,576,30
77,Sport_77.mp4,train,https://www.tiktok.com/@pure_taichifit/video/7228393880582966534?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,60.3,1809,1024,576,30
78,Sport_78.mp4,train,https://www.tiktok.com/@puyjuta/video/7269962068936183046?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Healthy Lifestyle and Weight Loss,1,0,0,0,0,0,0,0,0,0,0,0,89.53333333,2686,1016,576,30
80,Sport_80.mp4,train,https://www.tiktok.com/@fitwithbenz/video/7192965926126456091?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,"Healthy Lifestyle and Weight Loss, Running",1,0,1,0,0,0,0,0,0,0,0,0,8.833333333,265,1024,576,30
81,Sport_81.mp4,train,https://www.tiktok.com/@lylaksamee/video/7042270282496707866?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,"Healthy Lifestyle and Weight Loss, Running",1,0,1,0,0,0,0,0,0,0,0,0,10.3,309,960,540,30
83,Sport_83.mp4,train,https://www.tiktok.com/@crazygirl_muscle/video/7293080248038542598?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,"Healthy Lifestyle and Weight Loss, Weight Lifting",1,1,0,0,0,0,0,0,0,0,0,0,20.9,627,1024,576,30
84,Sport_84.mp4,train,https://www.tiktok.com/@dpdppdpl/video/7251805294987103493?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,"Healthy Lifestyle and Weight Loss, Weight Lifting",1,1,0,0,0,0,0,0,0,0,0,0,35.43333333,1063,1024,576,30
85,Sport_85.mp4,train,https://www.tiktok.com/@ff7546/video/7288546881045531909?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,"Healthy Lifestyle and Weight Loss, Weight Lifting",1,1,0,0,0,0,0,0,0,0,0,0,6.266666667,188,1024,576,30
86,Sport_86.mp4,train,https://www.tiktok.com/@jenna89986/video/7313184900218162438?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,"Healthy Lifestyle and Weight Loss, Weight Lifting",1,1,0,0,0,0,0,0,0,0,0,0,49.16666667,1475,1024,576,30
87,Sport_87.mp4,train,https://www.tiktok.com/@kat_wilawan25/video/7177203990025817371?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,"Healthy Lifestyle and Weight Loss, Weight Lifting",1,1,0,0,0,0,0,0,0,0,0,0,20.56666667,617,1024,576,30
88,Sport_88.mp4,train,https://www.tiktok.com/@mumooy2/video/7202073617834806555,Sport and Fitness,"Healthy Lifestyle and Weight Loss, Weight Lifting",1,1,0,0,0,0,0,0,0,0,0,0,22.2,666,1024,576,30
89,Sport_89.mp4,train,https://www.tiktok.com/@netxxnet/video/7155176413341977882?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,"Healthy Lifestyle and Weight Loss, Weight Lifting",1,1,0,0,0,0,0,0,0,0,0,0,30.96666667,929,1024,576,30
90,Sport_90.mp4,train,https://www.tiktok.com/@oilthisfitburnfat/video/7223702089707441413?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,"Healthy Lifestyle and Weight Loss, Weight Lifting",1,1,0,0,0,0,0,0,0,0,0,0,98.96666667,2969,1024,576,30
